login_drop_pct,attendance_drop_pct,delay_increase_pct,sentiment_change,login_slope,attendance_slope,delay_slope,sentiment_slope,login_volatility,sentiment_volatility,student_id
0.12500692916780665,0.1475687576164426,0.00013294525114205635,0.011055067176508542,0.004254718364210602,0.05933728806602473,0.019761142913331347,0.01831173060608251,0.03329044312455254,0.08366169706007368,1
-0.08854067364992567,0.04094157077718903,-0.017544398897737266,-0.006309434527532263,-0.022450401272911633,-0.009414437798760729,-0.04410644945097178,-0.06057333180156522,-0.02036169212632964,0.06087615243158906,2
-0.08859254893121166,0.04370510436405431,0.01019831017146471,-0.016105236225326926,-0.011701560850860115,0.020427956417353045,0.006582953599453031,-0.004418306002119484,0.02880731151723479,0.06877635583792002,3
-0.032588071786411196,0.007457810885761406,-0.00043134183874848805,4.918820480392544e-05,0.0006881900324822004,0.0013578252940710592,-0.008948333371637125,-0.0103037144251788,-0.025033631842346082,-0.21284843715425789,4
-0.07007494309455926,0.14023441246004661,0.008221729798762262,0.006353959845159566,0.05163955150493025,0.037932184149482795,0.029617578833181432,0.023335079779049323,0.006221221875126167,0.16336771527294014,5
-0.18747279913485937,0.10333565421902,-0.004756865979781088,-0.0195796560241825,-0.03585384563477993,0.028233740836371295,0.000827990927690173,-0.012298407051449994,0.004076233246431205,0.07548570019626576,6
-0.03992742735158797,0.00424404942962477,-0.000303888822896334,-0.0014409536929839866,0.0009315272760071242,0.002092707635409238,-0.006987704300442378,-0.0006445430402690221,-0.02376588346685119,-0.21477033884149813,7
0.18097355657053796,0.1903179540826645,-0.0026009593161710224,0.027755604200836632,-0.0055508871155810265,-0.0027390321042763044,-0.002464089839513559,0.013998560347432113,0.006502663901726936,0.027850933293047924,8
-0.04678544670560228,0.011732316044319957,-0.0015491548949550422,0.0007197899403290284,-0.0019052831791143783,0.0019798969175360065,-0.008301727500692201,-0.007744691176788809,-0.024156577531530388,-0.20542376224673733,9
-0.006760459077893288,-0.09435278918371445,-0.002398761953121093,-0.04527610074898543,-0.02260736945758961,-0.07389495857774092,-0.01677774383598974,-0.0009568056003903178,-0.011051899435211777,-0.009050466306667095,10
0.058026347165072885,-0.13970938290574428,-0.008678787938627159,0.00326962614778141,-0.036411244406656586,-0.08889929404392051,-0.022018725491306967,-0.005991588055800649,-0.031392245319792005,-0.00844033105863241,11
-0.029154236601366974,0.03798904712237556,-0.003678037669472467,-0.004102308376330048,-0.0022815966592509953,0.0028069281532494437,-0.007074033990786264,-0.007533075206682166,-0.028770255241274644,-0.22713677474796723,12
0.053889961455655194,-0.1441553731236842,0.004731156697280484,-0.03674620421226984,-0.028617665052945655,-0.06875832275247067,-0.014656844817552757,-0.0018977008692211304,-0.022929617920820464,0.0012763967892568044,13
-0.006560827956812604,-0.1252413678447527,0.0021689602277281316,-0.0038629753888937976,-0.027200978582924255,-0.0841064702477637,-0.019550364353086932,-0.00035321793762285936,-0.010591827213761382,-0.006712140648199648,14
0.007630313657205586,-0.11510840833014516,0.0017444428678319334,-0.04962063212654156,-0.02257680236767569,-0.06883201334380491,-0.010960134487139868,0.00013430546244872044,-0.009747708885555643,-0.00603844325995183,15
-0.03835102417895249,0.010972272088973308,2.5145722291188988e-05,-0.0005907852347392863,-0.004751020812588691,0.0017787161475872862,-0.009068323600209632,-0.007682353135854358,-0.02364300715089426,-0.20659640261525186,16
0.24406968474990484,0.10863122308268011,-0.002527449380355233,0.011823274940606294,0.02065423228944712,0.06013774508994031,0.025510082230138065,0.02728862189963906,0.04487327935089792,0.07384218275109558,17
0.0376185839955961,-0.13479943991962248,0.0018017102318632946,-0.02226861957723374,-0.02659684431474277,-0.07951807650946491,-0.024658324659020507,-0.0038886287000720952,-0.016307312019837403,-0.004730658224339919,18
-0.03738353858779013,0.011109466779397432,-0.0012982404036887072,0.008863678920147503,-0.002291401502882089,0.0021190888930167984,-0.007982089465779142,-0.002791741789393272,-0.025597707302395332,-0.2258503339336723,19
-0.04899736170591147,0.012522985521347337,-0.003397585068186215,0.0010885649039184834,0.00047170575149088026,-0.002652271462541764,-0.009533081218566638,-0.0058131883095287815,-0.023166495756332423,-0.20141500937859852,20
-0.16907126056100347,0.037209207103896025,0.013361535252907536,-0.014307579837160016,-0.0055172082376222335,0.026306994328794322,0.00849324280865448,-0.009129658454612943,0.05386341638298104,0.07429333629523065,21
-0.053102396604736674,-0.08077655966230914,0.0021535422241558216,-0.03849557771800864,-0.022581400421552128,-0.05570779643865825,-0.01420781633302263,-0.002031577913369749,-0.010242164050525512,-0.008312494689366118,22
-0.03132875864808832,0.003046893665150193,-0.0025789536872576992,-0.0009359984848535407,0.0024881252788345105,0.0020025975590534204,-0.007876475132404038,-0.009367790741813646,-0.018653362256359197,-0.2169685413744455,23
0.09639420352518363,0.07602164246564419,0.0005428940416196662,0.012031219233062069,0.020873308946666894,0.02941238008631347,-0.001208917273430661,0.010778728701163066,0.01981860453644242,0.19297575523297394,24
-0.03912409641744981,0.013444241259085112,-0.003560089815109428,0.0103419871335984,-0.00321970862115618,-0.0016839853266901817,-0.009199326704546953,-0.009898218102653972,-0.02220692267074714,-0.2150753942531978,25
-0.05966494879025599,0.06134148719415874,0.0056281039179023615,-0.008066314333989272,0.05374207032964219,0.03000448788328427,0.02518194099136284,0.005242346985184904,0.012048438261898454,0.1885340839391434,26
0.004753889281585792,-0.078322729250655,-0.009857391971109583,0.015714794794397153,-0.014499447188078182,-0.01148803905343637,-0.020807989574743023,-0.01494515714965389,0.007658721782270111,0.11812582784277124,27
0.07706195263708743,0.10920581000813916,0.00265177310435588,0.10243439881275013,0.028327738985249682,0.03871266922165134,0.010405490603883585,0.040462761889497066,0.014309496939946507,0.192960280202201,28
-0.027845691592907784,0.002984592779390081,-9.564182713657894e-05,-0.0020538089514876108,-0.004938375572207452,0.0019066183643641995,-0.009074553227769469,-0.01052465708815407,-0.02238867024803098,-0.2093482652039974,29
-0.06012614090546425,-0.09394442197076597,0.002019263291867843,-0.015320260198200606,-0.0239746202895938,-0.06391030273673483,-0.009066982984955757,-0.0018912519759096968,-0.00822853316789388,-0.006125672796126363,30
0.03125228793017683,0.045459057130910384,0.00041727528225868674,0.1159622594885432,0.0005577851803060725,0.02214624762879737,0.024738577898353552,0.06193572057721772,0.0321530468277427,0.1666392668110648,31
-0.030076807104037206,0.003622314112817526,-0.0009738719585484465,-0.000980538676477794,0.0012029286383507165,0.00010405392724795599,-0.007359480975161996,-0.008791897998498008,-0.023729063233427918,-0.21448083506291377,32
0.04985332883953042,-0.12351178954440617,0.0008214371351985459,-0.05562929922447573,-0.025219469677289844,-0.07508012854288452,-0.02207914787409316,-0.0028312589241983846,-0.00736528037240509,-0.001596205294600371,33
-0.039444385800710524,0.03187306781997988,-0.002482909558395304,0.0009130408823345731,0.0020511827146153555,0.0015980310886478462,-0.005909440769821582,-0.011331575375704239,-0.02647022535690101,-0.20954303407351357,34
0.052706602561229,-0.14526836801698634,0.0004645035567905925,-0.02272539738642228,-0.03305370575873053,-0.08003934638942195,-0.024239803273435744,-0.004213296149283205,-0.020342904462305092,-0.0011978064475626623,35
0.05758783167660617,0.11118559415096547,0.005866352359614176,0.09702263653015028,0.02376057542555172,0.04216027275019176,0.0028730369422958124,0.014415755148407951,0.006419689441826693,0.19869744521671057,36
-0.020914447695344836,-0.12526442196784476,-0.003789894331349113,-0.004371123848561557,-0.021391584935544754,-0.08226781747349102,-0.014566697943668288,-0.0004961512295378743,-0.007904441825549738,-0.0029515095106853084,37
-0.03477491429651362,0.010057089112733997,-0.001013653669834487,0.0006502117870784441,0.004646952919383507,-0.009562356506399442,-0.011359542622255466,-0.015046531801241988,0.02799491365893421,-0.22432500824475568,38
0.21855209217338958,0.12951436830768479,0.0034630446568124193,0.01200637951181872,0.019172099449872606,0.053025887791329475,0.028066174465206723,0.036021389762347596,0.039778354914243835,0.08436036949774546,39
-0.04023296133211171,0.011953853140134018,-0.0006364712998850716,2.1415846966524117e-05,-0.0005898304697512173,-0.005233316211524703,-0.01037744604179112,-0.014218485259899574,-0.019185720290422616,-0.2030491913711457,40
0.22380644011206485,0.021258174835126827,-0.003118797560513918,0.02357612454519945,0.0037103442784528935,0.01079699560340024,-0.0016512712685198608,0.01311553903317205,0.026764522101598263,-0.05232382564516492,41
-0.03563574485072356,0.015130299542593428,-0.004173804010085644,-0.0013789715905334217,0.0019848142327874383,0.0019944536467984726,-0.010683969621352176,-0.0107198972284143,-0.02442321574799527,-0.2095114694016208,42
0.05989176427490739,-0.15338502408004678,0.001454794432400595,-0.00158460464413333,-0.036841617911148504,-0.0879796178764569,-0.027574397924308776,-0.00028496777020149276,-0.02984090094764399,-0.0027874750602728004,43
-0.03917225407207581,0.005025204572691575,-0.0025737748383480217,3.034189659118606e-05,0.0021000022962284442,-0.0007120170477209146,-0.004497609935573459,-0.008408149488822896,-0.02416779762066564,-0.2061580656471276,44
-0.04033802561558663,-0.10870052390328151,0.0008778708215721658,-0.01474242634546105,-0.02022302726912795,-0.06449378989775627,-0.0061075519427482745,-0.0011207931047115419,-0.005894381749901392,-0.005255774830589794,45
-0.033575203929779016,0.039521471497670616,-0.0005741600256504195,2.984032838542993e-05,-0.005719785009217196,-0.00018851127890864866,-0.008287613921507168,-0.011308227223893855,-0.02298113571566015,-0.1837735378157164,46
-0.015970217830514725,0.0325607588896308,-0.0007089416361499033,-0.035443695924831806,0.019871506170296826,0.012224769538215063,0.0025115664935552043,0.004574640301748452,0.0011576681718659043,0.1978729104969793,47
-0.03115159500707826,0.013298476567584882,-0.0020931440153644284,0.0006411190087444754,0.0014595452400233567,0.0014609719220134102,-0.008286473750146241,-0.005634444197801789,-0.022836670196127656,-0.22312380761678166,48
-0.14234744134185073,0.03546945282539488,0.004700067490161601,-0.02159299520954333,-0.00823970449611709,0.019255836495293666,0.004345034169532636,-0.01187893453853055,0.02133430054688509,0.07748800396337481,49
-0.032140229899981415,-0.10101103500438981,0.0028652373807479055,-0.03741301996668829,-0.01719579554377277,-0.06365934146288203,-0.013303055535160799,0.0014063230050362064,-0.005847645726769549,-0.008469150444986685,50
-0.02628366306332846,0.018019839914009593,-0.021899489639194247,0.015412876377266847,-0.0315068167374876,-0.012299763513061073,-0.04313241251832577,-0.100382943698511,-0.004615108327328955,0.027818804109977564,51
-0.04267558023162592,0.01064922349448458,-0.001256380101976177,0.001669390372509242,0.0005529567256780259,0.003454377386022966,-0.009627443160055683,-0.0018202968871111392,-0.028193520044723343,-0.21372553447446063,52
-0.053724842121243455,-0.0860748323916111,0.002522524831061154,-0.034741084769896194,-0.0200889214627674,-0.05949362503452068,-0.015058951106646823,-0.0008368527618970978,-0.008540188972818805,-0.008106660178964298,53
-0.024514949359693256,0.005426013319694499,-0.0010462955648733192,-0.00306719971418081,-0.001419434390801464,0.0010182779616881156,-9.527001124437696e-05,-0.00521891886195674,-0.007846751564501687,-0.23716992330355838,54
0.06911964140766884,-0.12918474758958237,-0.00038851086233979165,-0.05393976141055555,-0.03566666811070975,-0.07453519595401485,-0.021846545642029827,-0.005385466356221389,-0.02439497493498329,-0.007144234233176266,55
-0.03253441832362085,0.012198551909800752,-0.000694855902440169,-0.0016536918776567382,0.0002700490185387159,0.001397886677082513,-0.008439052760643169,-0.010905164876798828,-0.008339087356707556,-0.22993824790818312,56
0.046281007294109985,0.08222872677305017,0.0028092690120963184,0.012760908048917347,0.00888937385253258,0.019839311734821098,0.009330259877236473,0.0029072589803523685,0.04576883680995598,0.08390800919780804,57
-0.05159226264860142,0.011588073931328782,-0.006985160322449408,6.272076730948503e-05,-0.00630380852108911,-0.004695314674370482,-0.004520332535301027,-0.0035504326991062916,0.04968345444001144,-0.22143521665559449,58
-0.04188980836139024,0.012724719551749622,-0.0014788801308860653,0.0005693120171929411,-0.0054476234386236855,-0.004728514290871329,-0.0118663096835431,-0.01489590973878223,-0.02204002369931761,-0.1923149224609395,59
-0.04358844430967897,0.008753097241207729,-0.0024291214695472524,-0.0032193184973577423,-0.005011754737563332,0.0017713205354867242,-0.009211441282016238,-0.010432159101665209,-0.02386002791669799,-0.1930249022199881,60
-0.04716702040054256,0.00239496557619279,6.777914404417324e-05,-0.000482108380805991,0.0018150062631033523,-0.004784647818060026,-0.009484952998856986,-0.004343058321992192,-0.023167935039790494,-0.19559483720996937,61
-0.058946039165702326,-0.10061525415176449,0.003522937854127633,-0.01597292087382188,-0.024136706904838472,-0.06232983755938695,-0.013294546752194842,-0.0006634707630400277,-0.009077795695532832,-0.002468153556817103,62
-0.02737393039212945,0.011467749885375288,-0.0032328166376780062,-0.0019265945946349895,-0.006576979058859453,0.0019730026784514168,-0.009831279047740548,-0.006830877863421813,-0.02259558288133397,-0.21635788503682243,63
0.012370361450470093,0.003759172993315084,-0.0031604793788547318,0.0029914245819503372,0.013437049095038834,0.029713864535827965,-0.0024091636513611653,0.0019346453809287417,0.11012073166545121,-0.05750224177228591,64
0.267505702979939,0.07731209338510917,0.004703405099439556,-0.005887419569407466,0.017929323035928382,0.05821929366049515,0.020783091059270203,0.025327777432389946,0.04118252636818436,0.06875436210436678,65
0.10899168881302983,0.20922519057116704,-0.010180435568776399,0.02150528176818025,-0.006385288313617792,-0.029523679739250682,-0.005355991520714614,0.0002437395660536911,-0.007843942926119202,0.0477438754715716,66
-0.18066496095738402,0.03248616693551886,-0.0008764214665816961,-0.023281412508528134,-0.04145327152452792,0.01906995036677348,-0.006122440056318351,-0.018808716988844766,0.0055299460365670775,0.05518729412295405,67
-0.03948914518100052,0.056502338228868715,-0.001775661397505322,-0.003338803165123699,0.003308395785348742,0.009909311843696445,-0.01275363687378374,-0.012689588436182828,0.0299304485206641,-0.21348928002111617,68
-0.1319852627987676,0.04126645246777557,-0.008197933355439375,-0.01440785285506061,-0.03219489092584444,0.013162372939422962,0.006497245073425819,-0.017475767499490973,0.0024368884322073917,0.06982620732850368,69
0.07762823327365344,0.057708751345238986,0.0026761116415286957,0.005653481456310369,0.013460612810631078,0.018379173706358987,-0.004388718382371413,0.025224369716459104,0.040683836895488136,0.18557607281378447,70
0.26646454498872296,0.07463777821963166,0.005472720463220448,0.00949608919382679,0.019877821062799016,0.027321433721916803,0.02759785611300444,0.034470108155698655,0.04536199872548931,0.07787418196163254,71
0.058853776868956285,-0.13861336532209964,-0.007672700015531606,-0.026581757650549202,-0.02929467185586711,-0.08472432901108991,-0.02169348913977275,-0.0009936780821072414,-0.020545209490618853,-0.005755896162917186,72
0.2282904841290547,0.12589772899751364,0.005654839695794899,-0.00016772821451128912,0.020248180304946014,0.06271648268976455,0.026686860118371528,0.029897334174298417,0.04344492201807038,0.07971210588332643,73
-0.15033287489144553,0.1490725211123049,0.004352812419584333,0.003957316048669069,-0.008258173572378983,0.039361485341341526,0.015278088203518515,0.008997590107663428,0.038100647388316485,0.0786553203567544,74
-0.028422246371755246,0.00500166169675417,-0.0033738484966460286,-0.0001838534183169881,-0.0034689857500574393,0.0011020641933695988,-0.00890016554027922,-0.012789460911070583,-0.008475420523129837,-0.21929167928817056,75
0.08584126381315789,-0.1385385939863846,-0.012438078543639933,-0.003718327406649265,-0.02841782279334778,-0.07597802955663154,-0.01791098846552264,-0.005940780756737484,-0.027636468956777346,-0.003542518712239654,76
-0.031903166790607604,0.007749200485699261,-0.002158645532920108,0.00030702473322355466,0.00030595037793188954,-0.004630105731876768,-0.00933511128033863,-0.0060881893032711815,-0.021239628551849292,-0.21440181448278775,77
0.04687989736840956,-0.14288046227442358,0.0014541054332104085,-0.026509278760441547,-0.02538016822638756,-0.07821947935960101,-0.025293182801756624,-0.002568988890700451,-0.0187722319020489,-0.004044087002911379,78
0.02740197394678868,0.06299171844562493,0.002245906864632166,-0.0357519046208691,-0.0016305627765540965,0.03857372633704613,0.021155375774797307,0.02151188276291701,0.01433972104010634,0.05002089737632135,79
-0.015635791906589095,-0.006419656252175333,-0.0018328654874787112,-0.0013887519092872446,-0.0007877686894169085,0.003477000537485678,-0.009104400396462022,-5.8828884344820667e-05,-0.05018767393445712,-0.13302024200523893,80
0.06039141147402585,-0.120358623846769,-0.007035455948206689,-0.060153880001313595,-0.029931470076847943,-0.07465942204025756,-0.015584002269643144,-0.0029530261303931226,-0.024104676246669326,-0.007316423938975149,81
-0.18248424768563215,0.03535302638932721,-0.004646773734888565,-0.02307403837496477,-0.04289747780346632,0.011063969270948226,-0.0018153940260958706,-0.019320357567566122,0.017717493789807554,0.05121931732077083,82
-0.02940950398393754,0.0036962018381568977,-0.0010301949918051037,0.00042110471199037323,-0.002921971749031317,0.0009574076222817302,-0.008485468858785079,-0.010169618993085989,-0.02402007398250002,-0.20879653448938776,83
-0.0487867383964104,0.05565365839760263,0.020181368096415204,0.02111550955098209,0.005644756833157679,0.03150674912406826,0.034311462305332004,-0.0016111862565861444,0.04568516717788693,0.09362267136072706,84
-0.03674508824836739,0.010532191599933259,-0.0010971109037934963,0.001776737948217345,0.0022722658760829305,-0.003089382315626635,-0.009086587270867275,-0.011170876705733133,0.026393235948286353,-0.24290733057926903,85
-0.23012279271054337,0.04647637351625288,-0.008869501430316468,-0.010496721881991937,-0.015859312639851166,-0.0004964625337141759,-0.025127545357759656,-0.035173143254917466,0.0072941288043792,0.026591631769007827,86
0.0022657634511423683,0.1334627048025389,0.0036484460050183474,0.005341845056688784,0.03619155613160932,0.040342112258376646,-0.0006995373430775939,0.010533404563310042,0.1151543553124259,-0.052254152486044814,87
-0.046712767508323025,0.015315951362900777,-0.0005549383376268872,-0.0005571990497535955,-0.0009144076375015862,-0.0013958602004996946,-0.009256204445423697,-0.008543103008533377,-0.02625363822151273,-0.2018872646012369,88
